title,url,page_count,published_date,system,modified_date,price,softcover,hardcover,premium,pdf,color,product,Greg Stafford,number of authors,number of artists
"Dungeon Master Guide, Revised (2e)",https://www.drivethrurpg.com/en/product/17552/dungeon-master-guide-revised-2e,256.0,9/1/15,"Classic D&D/AD&D, 2e (AD&D)","Nov 13, 2018",31.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,0
Ultramodern5-REDUX: FOUNDRY VTT (Early Access),https://www.drivethrurpg.com/en/product/477655/ultramodern5-redux-foundry-vtt-early-access,410.0,4/16/24,5e-compatible,"Apr 16, 2024",19.99,0,0,0,1,0,PDF,0,2,2
Planar Compass Issue 3,https://www.drivethrurpg.com/en/product/426452/planar-compass-issue-3,72.0,10/23/23,"Basic/BECMI or OD&D, Old-School Essentials","Oct 2, 2023",6.0,0,0,0,1,0,Watermarked PDF,0,3,2
Tome of Beasts 3 for 5th Edition,https://www.drivethrurpg.com/en/product/416964/tome-of-beasts-3-for-5th-edition,426.0,11/16/22,5e-compatible,"Nov 16, 2022",29.99,0,0,0,1,0,Watermarked PDF,0,16,11
Custom Ancestries & Cultures,https://www.drivethrurpg.com/en/product/316727/custom-ancestries-cultures,56.0,6/9/20,5e-compatible,"Aug 13, 2020",9.95,0,0,0,1,0,Watermarked PDF,0,2,9
Custom Ancestries & Cultures,https://www.drivethrurpg.com/en/product/316727/custom-ancestries-cultures,56.0,6/9/20,5e-compatible,"Aug 13, 2020",14.95,1,0,0,0,0,"Softcover, B&W Book (8.5"" x 11"")",0,2,9
Custom Ancestries & Cultures,https://www.drivethrurpg.com/en/product/316727/custom-ancestries-cultures,56.0,6/9/20,5e-compatible,"Aug 13, 2020",24.9,1,0,0,1,0,"PDF + Softcover, B&W Book (8.5"" x 11"")",0,2,9
D&D Basic Set Rulebook (B/X ed.) (Basic),https://www.drivethrurpg.com/en/product/110274/d-d-basic-set-rulebook-b-x-ed-basic,64.0,1/22/13,Basic/BECMI or OD&D,"Sep 20, 2013",4.99,0,0,0,1,0,Watermarked PDF,0,1,5
Deep Magic Volume 1 for 5th Edition,https://www.drivethrurpg.com/en/product/322900/deep-magic-volume-1-for-5th-edition,288.0,10/3/23,5e-compatible,"Oct 2, 2023",34.99,0,0,0,1,0,Watermarked PDF,0,15,12
Dungeon Crawl Classics RPG (DCC RPG),https://www.drivethrurpg.com/en/product/101050/dungeon-crawl-classics-rpg-dcc-rpg,480.0,5/22/12,"Classic D&D/AD&D, Dungeon Crawl Classics, Dungeons & Dragons","May 15, 2024",24.99,0,0,0,1,0,Watermarked PDF,0,1,1
A Threatened Democracy,https://www.drivethrurpg.com/en/product/474033/a-threatened-democracy,75.0,5/17/24,Dungeons & Dragons,"Mar 13, 2024",14.99,0,0,0,1,0,Watermarked PDF,0,1,12
A Threatened Democracy,https://www.drivethrurpg.com/en/product/474033/a-threatened-democracy,75.0,5/17/24,Dungeons & Dragons,"Mar 13, 2024",19.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,12
A Threatened Democracy,https://www.drivethrurpg.com/en/product/474033/a-threatened-democracy,75.0,5/17/24,Dungeons & Dragons,"Mar 13, 2024",34.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,12
The House on Dimbry Lane,https://www.drivethrurpg.com/en/product/481589/the-house-on-dimbry-lane,24.0,5/19/24,D&D-OGL,"May 19, 2024",2.99,0,0,0,1,0,Watermarked PDF,0,1,0
OLDSKULL SWORDS & SORCERY - Book One: Adventurers,https://www.drivethrurpg.com/en/product/452646/oldskull-swords-sorcery-book-one-adventurers,498.0,9/10/23,Dungeons & Dragons,"Sep 10, 2023",9.99,0,0,0,1,0,Watermarked PDF,0,1,1
Murder at the Old Wolf Inn - Level 4 Adventure,https://www.drivethrurpg.com/en/product/300446/murder-at-the-old-wolf-inn-level-4-adventure,34.0,1/17/20,5e-compatible,"Sep 8, 2020",2.99,0,0,0,1,0,Watermarked PDF,0,1,0
Arkadia - The Greek Setting for 5e,https://www.drivethrurpg.com/en/product/277656/arkadia-the-greek-setting-for-5e,101.0,5/27/19,5e-compatible,"Jan 11, 2024",20.0,0,0,0,1,0,Watermarked PDF,0,1,17
Arkadia - The Greek Setting for 5e,https://www.drivethrurpg.com/en/product/277656/arkadia-the-greek-setting-for-5e,101.0,5/27/19,5e-compatible,"Jan 11, 2024",40.0,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,1,17
Arkadia - The Greek Setting for 5e,https://www.drivethrurpg.com/en/product/277656/arkadia-the-greek-setting-for-5e,101.0,5/27/19,5e-compatible,"Jan 11, 2024",60.0,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,1,17
HYPERBOREA Referee's Manual,https://www.drivethrurpg.com/en/product/381207/hyperborea-referee-s-manual,317.0,12/20/21,"Classic D&D/AD&D, Other OSR Games","Jan 26, 2022",12.0,0,0,0,1,0,PDF,0,1,19
Heroes & Hollows,https://www.drivethrurpg.com/en/product/464404/heroes-hollows,70.0,12/19/23,5e-compatible,"Dec 19, 2023",0.99,0,0,0,1,0,PDF,0,0,6
Esper Genesis 5E Sci-fi -  Core Manual,https://www.drivethrurpg.com/en/product/240798/esper-genesis-5e-sci-fi-core-manual,304.0,4/27/18,"5e-compatible, Esper Genesis","Jan 15, 2022",24.95,0,0,0,1,0,PDF,0,1,3
Esper Genesis 5E Sci-fi -  Core Manual,https://www.drivethrurpg.com/en/product/240798/esper-genesis-5e-sci-fi-core-manual,304.0,4/27/18,"5e-compatible, Esper Genesis","Jan 15, 2022",59.95,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,1,3
Esper Genesis 5E Sci-fi -  Core Manual,https://www.drivethrurpg.com/en/product/240798/esper-genesis-5e-sci-fi-core-manual,304.0,4/27/18,"5e-compatible, Esper Genesis","Jan 15, 2022",84.9,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,1,3
"The Game Master’s Book of Villains, Minions and Their Tactics",https://www.drivethrurpg.com/en/product/463022/the-game-master-s-book-of-villains-minions-and-their-tactics,256.0,2/27/24,5e-compatible,"Apr 4, 2024",29.99,0,0,0,1,0,PDF,0,1,0
"The Game Master’s Book of Villains, Minions and Their Tactics",https://www.drivethrurpg.com/en/product/463022/the-game-master-s-book-of-villains-minions-and-their-tactics,256.0,2/27/24,5e-compatible,"Apr 4, 2024",44.75,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,0
"The Game Master’s Book of Villains, Minions and Their Tactics",https://www.drivethrurpg.com/en/product/463022/the-game-master-s-book-of-villains-minions-and-their-tactics,256.0,2/27/24,5e-compatible,"Apr 4, 2024",49.38,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,1,0
"The Game Master’s Book of Villains, Minions and Their Tactics",https://www.drivethrurpg.com/en/product/463022/the-game-master-s-book-of-villains-minions-and-their-tactics,256.0,2/27/24,5e-compatible,"Apr 4, 2024",60.96,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,0
"The Game Master’s Book of Villains, Minions and Their Tactics",https://www.drivethrurpg.com/en/product/463022/the-game-master-s-book-of-villains-minions-and-their-tactics,256.0,2/27/24,5e-compatible,"Apr 4, 2024",65.59,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,1,0
The Book of Wondrous Magic 5E,https://www.drivethrurpg.com/en/product/346466/the-book-of-wondrous-magic-5e,71.0,2/10/21,5e-compatible,"Feb 16, 2021",4.95,0,0,0,1,0,PDF,0,1,8
I6 Ravenloft (1e),https://www.drivethrurpg.com/en/product/17527/i6-ravenloft-1e,37.0,10/8/13,"Classic D&D/AD&D, 1e (AD&D)","Feb 26, 2020",6.99,0,0,0,0,0,Multiple Formats,0,2,1
I6 Ravenloft (1e),https://www.drivethrurpg.com/en/product/17527/i6-ravenloft-1e,37.0,10/8/13,"Classic D&D/AD&D, 1e (AD&D)","Feb 26, 2020",9.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,2,1
I6 Ravenloft (1e),https://www.drivethrurpg.com/en/product/17527/i6-ravenloft-1e,37.0,10/8/13,"Classic D&D/AD&D, 1e (AD&D)","Feb 26, 2020",16.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,2,1
Filling in the Blanks,https://www.drivethrurpg.com/en/product/325708/filling-in-the-blanks,85.0,8/26/20,"OSRIC, Labyrinth Lord, Dungeons & Dragons, Swords & Wizardry, Other OSR Games, Old-School Essentials","Jan 6, 2024",10.95,0,0,0,1,0,Watermarked PDF,0,1,3
Filling in the Blanks,https://www.drivethrurpg.com/en/product/325708/filling-in-the-blanks,85.0,8/26/20,"OSRIC, Labyrinth Lord, Dungeons & Dragons, Swords & Wizardry, Other OSR Games, Old-School Essentials","Jan 6, 2024",19.95,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,3
Filling in the Blanks,https://www.drivethrurpg.com/en/product/325708/filling-in-the-blanks,85.0,8/26/20,"OSRIC, Labyrinth Lord, Dungeons & Dragons, Swords & Wizardry, Other OSR Games, Old-School Essentials","Jan 6, 2024",29.95,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,1,3
Filling in the Blanks,https://www.drivethrurpg.com/en/product/325708/filling-in-the-blanks,85.0,8/26/20,"OSRIC, Labyrinth Lord, Dungeons & Dragons, Swords & Wizardry, Other OSR Games, Old-School Essentials","Jan 6, 2024",30.9,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,3
Filling in the Blanks,https://www.drivethrurpg.com/en/product/325708/filling-in-the-blanks,85.0,8/26/20,"OSRIC, Labyrinth Lord, Dungeons & Dragons, Swords & Wizardry, Other OSR Games, Old-School Essentials","Jan 6, 2024",40.9,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,1,3
Tomb of the Blood Baron,https://www.drivethrurpg.com/en/product/481110/tomb-of-the-blood-baron,5.0,5/14/24,"5e-compatible, Old-School Essentials, Into the Odd","May 14, 2024",,0,0,0,1,0,PDF,0,1,1
Beyond the Wall - Further Afield,https://www.drivethrurpg.com/en/product/145675/beyond-the-wall-further-afield,108.0,3/6/15,Dungeons & Dragons,"Mar 6, 2015",5.99,0,0,0,0,0,ZIP File,0,2,4
Beyond the Wall - Further Afield,https://www.drivethrurpg.com/en/product/145675/beyond-the-wall-further-afield,108.0,3/6/15,Dungeons & Dragons,"Mar 6, 2015",32.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,2,4
Beyond the Wall - Further Afield,https://www.drivethrurpg.com/en/product/145675/beyond-the-wall-further-afield,108.0,3/6/15,Dungeons & Dragons,"Mar 6, 2015",25.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,2,4
Beyond the Wall - Further Afield,https://www.drivethrurpg.com/en/product/145675/beyond-the-wall-further-afield,108.0,3/6/15,Dungeons & Dragons,"Mar 6, 2015",38.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,2,4
Beyond the Wall - Further Afield,https://www.drivethrurpg.com/en/product/145675/beyond-the-wall-further-afield,108.0,3/6/15,Dungeons & Dragons,"Mar 6, 2015",31.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,2,4
The Emporium of Wonders 5E,https://www.drivethrurpg.com/en/product/429036/the-emporium-of-wonders-5e,176.0,7/1/23,5e-compatible,"Jun 15, 2023",9.95,0,0,0,1,0,PDF,0,2,1
The Emporium of Wonders 5E,https://www.drivethrurpg.com/en/product/429036/the-emporium-of-wonders-5e,176.0,7/1/23,5e-compatible,"Jun 15, 2023",14.95,1,0,0,0,0,"Softcover, B&W Book (6"" x 9"")",0,2,1
The Emporium of Wonders 5E,https://www.drivethrurpg.com/en/product/429036/the-emporium-of-wonders-5e,176.0,7/1/23,5e-compatible,"Jun 15, 2023",19.95,0,1,0,0,0,"Hardcover, B&W Book (6"" x 9"")",0,2,1
The Emporium of Wonders 5E,https://www.drivethrurpg.com/en/product/429036/the-emporium-of-wonders-5e,176.0,7/1/23,5e-compatible,"Jun 15, 2023",24.9,1,0,0,1,0,"PDF + Softcover, B&W Book (6"" x 9"")",0,2,1
The Emporium of Wonders 5E,https://www.drivethrurpg.com/en/product/429036/the-emporium-of-wonders-5e,176.0,7/1/23,5e-compatible,"Jun 15, 2023",29.9,0,1,0,1,0,"PDF + Hardcover, B&W Book (6"" x 9"")",0,2,1
Five Torches Deep: Homesteads,https://www.drivethrurpg.com/en/product/306404/five-torches-deep-homesteads,11.0,3/14/20,"Basic/BECMI or OD&D, 5e-compatible, Old-School Revival (OSR)","Mar 14, 2020",4.0,0,0,0,1,0,PDF,0,2,2
"On the Other Side Deck Two, by Morgan and Reed",https://www.drivethrurpg.com/en/product/459167/on-the-other-side-deck-two-by-morgan-and-reed,54.0,11/16/23,D&D-OGL,"Nov 18, 2023",4.95,0,0,0,1,0,PDF,0,2,0
"On the Other Side Deck Two, by Morgan and Reed",https://www.drivethrurpg.com/en/product/459167/on-the-other-side-deck-two-by-morgan-and-reed,54.0,11/16/23,D&D-OGL,"Nov 18, 2023",19.95,0,0,1,0,0,Premium US Poker Card(s) in Tuckbox,0,2,0
"On the Other Side Deck Two, by Morgan and Reed",https://www.drivethrurpg.com/en/product/459167/on-the-other-side-deck-two-by-morgan-and-reed,54.0,11/16/23,D&D-OGL,"Nov 18, 2023",24.9,0,0,1,1,0,PDF + Premium US Poker Card(s) in Tuckbox,0,2,0
Bugbears And Borderlands,https://www.drivethrurpg.com/en/product/409630/bugbears-and-borderlands,142.0,12/2/22,D&D-OGL,"Jan 8, 2024",1.0,0,0,0,1,0,PDF,0,1,0
Bugbears And Borderlands,https://www.drivethrurpg.com/en/product/409630/bugbears-and-borderlands,142.0,12/2/22,D&D-OGL,"Jan 8, 2024",20.0,1,0,0,0,0,"Softcover, B&W Book (8.5"" x 11"")",0,1,0
Bugbears And Borderlands,https://www.drivethrurpg.com/en/product/409630/bugbears-and-borderlands,142.0,12/2/22,D&D-OGL,"Jan 8, 2024",21.0,1,0,0,1,0,"PDF + Softcover, B&W Book (8.5"" x 11"")",0,1,0
GAZ1 The Grand Duchy of Karameikos (Basic),https://www.drivethrurpg.com/en/product/16974/gaz1-the-grand-duchy-of-karameikos-basic,77.0,1/7/14,"Classic D&D/AD&D, Basic/BECMI or OD&D","Feb 11, 2020",4.99,0,0,0,0,0,Multiple Formats,0,1,5
GAZ1 The Grand Duchy of Karameikos (Basic),https://www.drivethrurpg.com/en/product/16974/gaz1-the-grand-duchy-of-karameikos-basic,77.0,1/7/14,"Classic D&D/AD&D, Basic/BECMI or OD&D","Feb 11, 2020",9.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,5
GAZ1 The Grand Duchy of Karameikos (Basic),https://www.drivethrurpg.com/en/product/16974/gaz1-the-grand-duchy-of-karameikos-basic,77.0,1/7/14,"Classic D&D/AD&D, Basic/BECMI or OD&D","Feb 11, 2020",14.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,5
Somnus Domina: Luxus' Guide to Kits'adria (5e Sourcebook),https://www.drivethrurpg.com/en/product/411952/somnus-domina-luxus-guide-to-kits-adria-5e-sourcebook,130.0,11/15/22,5e-compatible,"Jan 29, 2023",19.99,0,0,0,1,0,Watermarked PDF,0,1,4
Somnus Domina: Luxus' Guide to Kits'adria (5e Sourcebook),https://www.drivethrurpg.com/en/product/411952/somnus-domina-luxus-guide-to-kits-adria-5e-sourcebook,130.0,11/15/22,5e-compatible,"Jan 29, 2023",36.99,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,4
Somnus Domina: Luxus' Guide to Kits'adria (5e Sourcebook),https://www.drivethrurpg.com/en/product/411952/somnus-domina-luxus-guide-to-kits-adria-5e-sourcebook,130.0,11/15/22,5e-compatible,"Jan 29, 2023",56.98,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,4
CASTLE OLDSKULL - The Classic Dungeon Design Guide,https://www.drivethrurpg.com/en/product/202407/castle-oldskull-the-classic-dungeon-design-guide,223.0,1/9/17,"Classic D&D/AD&D, OSRIC, Labyrinth Lord, Swords & Wizardry, Other OSR Games, Old-School Essentials","Oct 26, 2022",4.99,0,0,0,1,0,Watermarked PDF,0,1,1
CASTLE OLDSKULL - The Classic Dungeon Design Guide,https://www.drivethrurpg.com/en/product/202407/castle-oldskull-the-classic-dungeon-design-guide,223.0,1/9/17,"Classic D&D/AD&D, OSRIC, Labyrinth Lord, Swords & Wizardry, Other OSR Games, Old-School Essentials","Oct 26, 2022",29.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
CASTLE OLDSKULL - The Classic Dungeon Design Guide,https://www.drivethrurpg.com/en/product/202407/castle-oldskull-the-classic-dungeon-design-guide,223.0,1/9/17,"Classic D&D/AD&D, OSRIC, Labyrinth Lord, Swords & Wizardry, Other OSR Games, Old-School Essentials","Oct 26, 2022",32.49,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
Dark Souls: The Roleplaying Game,https://www.drivethrurpg.com/en/product/401089/dark-souls-the-roleplaying-game,410.0,7/5/22,5e-compatible,"Dec 18, 2023",24.99,0,0,0,1,0,Watermarked PDF,0,3,7
Art of The Secret World,https://www.drivethrurpg.com/en/product/473847/art-of-the-secret-world,,4/25/24,Dungeons & Dragons,"Mar 28, 2024",20.0,0,0,0,1,0,PDF,0,0,3
Art of The Secret World,https://www.drivethrurpg.com/en/product/473847/art-of-the-secret-world,,4/25/24,Dungeons & Dragons,"Mar 28, 2024",40.0,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,0,3
Art of The Secret World,https://www.drivethrurpg.com/en/product/473847/art-of-the-secret-world,,4/25/24,Dungeons & Dragons,"Mar 28, 2024",60.0,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,0,3
Galder's Gazetteer,https://www.drivethrurpg.com/en/product/354825/galder-s-gazetteer,192.0,5/19/21,Dungeons & Dragons,"Feb 7, 2022",34.99,0,0,0,1,0,Watermarked PDF,0,11,17
Galder's Gazetteer,https://www.drivethrurpg.com/en/product/354825/galder-s-gazetteer,192.0,5/19/21,Dungeons & Dragons,"Feb 7, 2022",47.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,11,17
Galder's Gazetteer,https://www.drivethrurpg.com/en/product/354825/galder-s-gazetteer,192.0,5/19/21,Dungeons & Dragons,"Feb 7, 2022",72.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,11,17
The Channeler (5e Compatible Class),https://www.drivethrurpg.com/en/product/260162/the-channeler-5e-compatible-class,22.0,12/10/18,Dungeons & Dragons,"Dec 31, 2018",3.49,0,0,0,1,0,Watermarked PDF,0,1,1
Weather in The Vale,https://www.drivethrurpg.com/en/product/479924/weather-in-the-vale,1.0,5/13/24,5e-compatible,"May 5, 2024",2.0,0,0,0,1,0,PDF,0,1,0
Baptism of Fire Character Sheet,https://www.drivethrurpg.com/en/product/479603/baptism-of-fire-character-sheet,2.0,5/2/24,"Dungeons & Dragons, Old-School Revival (OSR)","May 2, 2024",,0,0,0,1,0,PDF,0,1,1
Journey To Ragnarok - Adventure and Setting for 5e,https://www.drivethrurpg.com/en/product/257334/journey-to-ragnarok-adventure-and-setting-for-5e,336.0,11/7/18,5e-compatible,"May 21, 2020",24.9,0,0,0,1,0,PDF,0,1,5
"Deck of Potions, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/459168/deck-of-potions-for-use-with-5e-ampersand-campaigns,53.0,11/16/23,D&D-OGL,"Feb 26, 2024",4.95,0,0,0,1,0,PDF,0,1,0
"Deck of Potions, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/459168/deck-of-potions-for-use-with-5e-ampersand-campaigns,53.0,11/16/23,D&D-OGL,"Feb 26, 2024",19.98,0,0,1,0,0,Premium US Poker Card(s) in Tuckbox,0,1,0
"Deck of Potions, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/459168/deck-of-potions-for-use-with-5e-ampersand-campaigns,53.0,11/16/23,D&D-OGL,"Feb 26, 2024",24.93,0,0,1,1,0,PDF + Premium US Poker Card(s) in Tuckbox,0,1,0
"Notices & Quests, Gamemaster's Workbook, Systemless Fantasy RPG Support by Philip Reed",https://www.drivethrurpg.com/en/product/464144/notices-quests-gamemaster-s-workbook-systemless-fantasy-rpg-support-by-philip-reed,96.0,1/18/24,D&D-OGL,"Jan 2, 2024",9.95,0,0,0,1,0,PDF,0,1,0
"Notices & Quests, Gamemaster's Workbook, Systemless Fantasy RPG Support by Philip Reed",https://www.drivethrurpg.com/en/product/464144/notices-quests-gamemaster-s-workbook-systemless-fantasy-rpg-support-by-philip-reed,96.0,1/18/24,D&D-OGL,"Jan 2, 2024",29.95,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 8.5"")",0,1,0
"Notices & Quests, Gamemaster's Workbook, Systemless Fantasy RPG Support by Philip Reed",https://www.drivethrurpg.com/en/product/464144/notices-quests-gamemaster-s-workbook-systemless-fantasy-rpg-support-by-philip-reed,96.0,1/18/24,D&D-OGL,"Jan 2, 2024",34.95,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 8.5"")",0,1,0
"Notices & Quests, Gamemaster's Workbook, Systemless Fantasy RPG Support by Philip Reed",https://www.drivethrurpg.com/en/product/464144/notices-quests-gamemaster-s-workbook-systemless-fantasy-rpg-support-by-philip-reed,96.0,1/18/24,D&D-OGL,"Jan 2, 2024",39.9,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 8.5"")",0,1,0
"Notices & Quests, Gamemaster's Workbook, Systemless Fantasy RPG Support by Philip Reed",https://www.drivethrurpg.com/en/product/464144/notices-quests-gamemaster-s-workbook-systemless-fantasy-rpg-support-by-philip-reed,96.0,1/18/24,D&D-OGL,"Jan 2, 2024",44.9,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 8.5"")",0,1,0
The Game Master’s Handbook of Proactive Roleplaying,https://www.drivethrurpg.com/en/product/463026/the-game-master-s-handbook-of-proactive-roleplaying,224.0,3/11/24,5e-compatible,"Apr 4, 2024",14.99,0,0,0,1,0,PDF,0,1,0
The Game Master’s Handbook of Proactive Roleplaying,https://www.drivethrurpg.com/en/product/463026/the-game-master-s-handbook-of-proactive-roleplaying,224.0,3/11/24,5e-compatible,"Apr 4, 2024",14.99,1,0,0,0,1,"Softcover, Standard Color Book (5.5"" x 8.5"")",0,1,0
The Game Master’s Handbook of Proactive Roleplaying,https://www.drivethrurpg.com/en/product/463026/the-game-master-s-handbook-of-proactive-roleplaying,224.0,3/11/24,5e-compatible,"Apr 4, 2024",19.58,0,1,0,0,1,"Hardcover, Standard Color Book (5.5"" x 8.5"")",0,1,0
The Game Master’s Handbook of Proactive Roleplaying,https://www.drivethrurpg.com/en/product/463026/the-game-master-s-handbook-of-proactive-roleplaying,224.0,3/11/24,5e-compatible,"Apr 4, 2024",24.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (5.5"" x 8.5"")",0,1,0
The Game Master’s Handbook of Proactive Roleplaying,https://www.drivethrurpg.com/en/product/463026/the-game-master-s-handbook-of-proactive-roleplaying,224.0,3/11/24,5e-compatible,"Apr 4, 2024",29.57,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (5.5"" x 8.5"")",0,1,0
Oath of the Magebreaker (5e Paladin Subclass),https://www.drivethrurpg.com/en/product/481525/oath-of-the-magebreaker-5e-paladin-subclass,4.0,5/18/24,Dungeons & Dragons,"May 18, 2024",0.5,0,0,0,1,0,PDF,0,1,1
The Game Master’s Book of Random Encounters,https://www.drivethrurpg.com/en/product/339036/the-game-master-s-book-of-random-encounters,256.0,2/23/21,5e-compatible,"Feb 22, 2021",9.99,0,0,0,1,0,Watermarked PDF,0,1,1
The Game Master’s Book of Random Encounters,https://www.drivethrurpg.com/en/product/339036/the-game-master-s-book-of-random-encounters,256.0,2/23/21,5e-compatible,"Feb 22, 2021",48.07,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,1
The Game Master’s Book of Random Encounters,https://www.drivethrurpg.com/en/product/339036/the-game-master-s-book-of-random-encounters,256.0,2/23/21,5e-compatible,"Feb 22, 2021",29.76,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,1,1
The Game Master’s Book of Random Encounters,https://www.drivethrurpg.com/en/product/339036/the-game-master-s-book-of-random-encounters,256.0,2/23/21,5e-compatible,"Feb 22, 2021",58.06,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,1
The Game Master’s Book of Random Encounters,https://www.drivethrurpg.com/en/product/339036/the-game-master-s-book-of-random-encounters,256.0,2/23/21,5e-compatible,"Feb 22, 2021",39.75,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,1,1
More Ancestries & Cultures,https://www.drivethrurpg.com/en/product/320538/more-ancestries-cultures,60.0,7/15/20,5e-compatible,"Aug 13, 2020",9.95,0,0,0,1,0,Watermarked PDF,0,2,17
More Ancestries & Cultures,https://www.drivethrurpg.com/en/product/320538/more-ancestries-cultures,60.0,7/15/20,5e-compatible,"Aug 13, 2020",14.95,1,0,0,0,0,"Softcover, B&W Book (8.5"" x 11"")",0,2,17
More Ancestries & Cultures,https://www.drivethrurpg.com/en/product/320538/more-ancestries-cultures,60.0,7/15/20,5e-compatible,"Aug 13, 2020",22.42,1,0,0,1,0,"PDF + Softcover, B&W Book (8.5"" x 11"")",0,2,17
Black Sword Hack,https://www.drivethrurpg.com/en/product/331118/black-sword-hack,75.0,10/5/20,"D&D-OGL, Old-School Revival (OSR)","Oct 13, 2020",5.0,0,0,0,1,0,PDF,0,1,1
Black Sword Hack,https://www.drivethrurpg.com/en/product/331118/black-sword-hack,75.0,10/5/20,"D&D-OGL, Old-School Revival (OSR)","Oct 13, 2020",18.28,1,0,1,0,1,"Softcover, Premium Color Book (5.5"" x 8.5"")",0,1,1
Black Sword Hack,https://www.drivethrurpg.com/en/product/331118/black-sword-hack,75.0,10/5/20,"D&D-OGL, Old-School Revival (OSR)","Oct 13, 2020",13.0,1,0,0,0,0,"Softcover, B&W Book (5.5"" x 8.5"")",0,1,1
Black Sword Hack,https://www.drivethrurpg.com/en/product/331118/black-sword-hack,75.0,10/5/20,"D&D-OGL, Old-School Revival (OSR)","Oct 13, 2020",23.28,1,0,1,1,1,"PDF + Softcover, Premium Color Book (5.5"" x 8.5"")",0,1,1
Black Sword Hack,https://www.drivethrurpg.com/en/product/331118/black-sword-hack,75.0,10/5/20,"D&D-OGL, Old-School Revival (OSR)","Oct 13, 2020",18.0,1,0,0,1,0,"PDF + Softcover, B&W Book (5.5"" x 8.5"")",0,1,1
Scarlet Heroes,https://www.drivethrurpg.com/en/product/127180/scarlet-heroes,131.0,3/20/14,"Classic D&D/AD&D, Dungeons & Dragons","Jun 19, 2014",14.99,0,0,0,1,0,PDF,0,1,10
Scarlet Heroes,https://www.drivethrurpg.com/en/product/127180/scarlet-heroes,131.0,3/20/14,"Classic D&D/AD&D, Dungeons & Dragons","Jun 19, 2014",27.5,1,0,0,0,0,"Softcover, B&W Book (8.5"" x 11"")",0,1,10
